UserID,WindowID,Split,City,State,Country,ZipCode,DegreeType,Major,GraduationDate,WorkHistoryCount,TotalYearsExperience,CurrentlyEmployed,ManagedOthers,ManagedHowMany
1280858,5,Train,Newark,NJ,US,07112,High School,Not Applicable,1997-06-01 00:00:00,10,10.0,No,No,0
1281317,5,Train,Chicago,IL,US,60639,,Medical,2006-01-01 00:00:00,6,13.0,Yes,No,0
1282160,5,Train,Montgomery Village,MD,US,20886,,Sociology,2012-05-01 00:00:00,10,9.0,Yes,No,0
1282975,5,Test,Katy,TX,US,77450,PhD,Marketing,2012-06-01 00:00:00,5,19.0,Yes,No,0
1285649,5,Train,Sandy Springs,GA,US,30350,Associate's,Electronic Engineering,2003-06-01 00:00:00,5,8.0,Yes,No,0
1286286,5,Train,Houston,TX,US,77077,Bachelor's,Business Management and Marketing,,4,13.0,No,Yes,45
1288579,5,Train,Richardson,TX,US,75081,High School,Not Applicable,,6,17.0,Yes,No,0
1288630,5,Train,Overland,MO,US,63114,Bachelor's,Science Economics,2012-05-01 00:00:00,2,8.0,Yes,No,0
1292799,5,Train,Berkeley Heights,NJ,US,07922-1111,High School,Not Applicable,1989-01-01 00:00:00,6,15.0,Yes,No,0
1294266,5,Test,Mesa,AZ,US,85202,,,2012-05-01 00:00:00,8,12.0,Yes,No,0
1294553,5,Train,Chicago,IL,US,60637,Associate's,General Studies,2002-05-01 00:00:00,7,12.0,Yes,Yes,25
1296740,5,Test,Alexandria,VA,US,22305,Master's,Economics,2004-02-01 00:00:00,6,11.0,No,No,0
1297540,5,Test,Orlando,FL,US,32810,Bachelor's,Acupuncture and Oriental Medicine,,3,15.0,No,No,0
1298347,5,Train,Cincinnati,OH,US,45218,Bachelor's,History,2005-09-01 00:00:00,4,8.0,,No,0
1299153,5,Train,Bellflower,CA,US,,Associate's,Business,2003-06-01 00:00:00,3,16.0,Yes,Yes,5
1304758,5,Train,San Clemente,CA,US,92672,Bachelor's,Medical Technology,,10,13.0,No,No,0
1304911,5,Test,Erlanger,KY,US,41018,Associate's,Arts Information Technology Networking,2009-08-01 00:00:00,4,5.0,Yes,No,0
1305156,5,Train,Smyrna,DE,US,19977,High School,Not Applicable,1993-01-01 00:00:00,8,18.0,Yes,No,0
1305732,5,Train,Brooklyn,NY,US,11226,Bachelor's,Computer Information Science,,3,8.0,Yes,No,0
1309478,5,Train,Kansas City,MO,US,64110,High School,Not Applicable,2006-05-01 00:00:00,5,6.0,Yes,No,0
1309505,5,Train,Richmond,VA,US,23294,Associate's,Business Information Technology,2009-01-01 00:00:00,3,7.0,Yes,No,0
1309992,5,Train,Maywood,IL,US,60153,High School,voice,,4,3.0,Yes,No,0
1310049,5,Train,Wildomar,CA,US,92595,Associate's,Engineering Science technology,2009-01-01 00:00:00,7,28.0,No,No,0
1310207,5,Train,Euless,TX,US,76040,Bachelor's,"Business Administration, Management and Operations, Other",2012-10-01 00:00:00,10,8.0,Yes,Yes,5
1310556,5,Train,Arlington,TX,US,76006,,,,5,3.0,No,No,0
1314559,5,Train,Orlando,FL,US,32810,Associate's,Healthcare Administration Management,2009-01-01 00:00:00,3,19.0,Yes,No,0
1315519,5,Test,Dekalb,IL,US,60115,Master's,Business Administration/Human Resources Management,2007-10-01 00:00:00,6,12.0,Yes,Yes,5
1318656,5,Train,Clifton,NJ,US,07013,Bachelor's,Business Administration,,2,5.0,No,No,0
1318975,5,Train,Baltimore,MD,US,21216,Bachelor's,Information Technology,2013-06-01 00:00:00,3,3.0,No,No,0
1320528,5,Test,Miami,FL,US,33161,Bachelor's,Medical Administrative Assistant,2010-01-01 00:00:00,5,10.0,No,No,0
1320650,5,Test,Atlanta,GA,US,30308,Associate's,Accounting,1998-12-01 00:00:00,5,13.0,Yes,No,0
1321302,5,Train,Whitestone,NY,US,11357,,,2005-01-01 00:00:00,6,21.0,No,No,0
1321948,5,Train,Frisco,TX,US,75035,Associate's,business,2005-01-01 00:00:00,6,10.0,,No,0
1322453,5,Train,Kansas City,MO,US,64131,,business,2008-01-01 00:00:00,6,4.0,Yes,Yes,4
1322913,5,Train,Sterling,VA,US,20164,Bachelor's,Business & Marketing,2001-01-01 00:00:00,5,5.0,No,Yes,140
1323119,5,Train,Riverdale,GA,US,30296,Associate's,Business Administration,1997-04-01 00:00:00,4,16.0,Yes,Yes,15
1323470,5,Train,Chicago,IL,US,60629,,General Studies,1997-01-01 00:00:00,6,15.0,Yes,No,0
1324767,5,Test,Hammond,IN,US,46323,Master's,,,4,22.0,No,Yes,300
1325258,5,Train,Bedford,TX,US,76021,Associate's,Medical Assistant,2010-10-01 00:00:00,4,10.0,Yes,No,0
1326061,5,Test,Phoenix,AZ,US,85040,High School,diploma,2004-05-01 00:00:00,5,6.0,,No,0
1326669,5,Train,Trumbull,CT,US,06611,Master's,Special Education,,5,10.0,Yes,No,0
1327394,5,Train,Glenview,IL,US,60025,PhD,,,10,19.0,Yes,No,0
1328181,5,Train,Norwich,CT,US,06360,Associate's,Business Administration,2012-12-01 00:00:00,2,27.0,,Yes,1
1330645,5,Train,Vernon Hills,IL,US,60061,Master's,Communication Engineering Fundamental,2011-05-01 00:00:00,4,7.0,Yes,No,0
1330684,5,Train,Liberty,MO,US,64068,Master's,Public Administration,,6,31.0,Yes,No,0
1330739,5,Train,Sinking Spring,PA,US,19608,High School,Not Applicable,1996-06-01 00:00:00,5,15.0,Yes,No,0
1335108,5,Train,Los Angeles,CA,US,90043,Bachelor's,Business,2008-12-01 00:00:00,7,5.0,Yes,Yes,10
1337076,5,Train,Norristown,PA,US,19401,Master's,Psychology Counseling,2010-01-01 00:00:00,5,6.0,Yes,No,0
1338199,5,Train,Clearwater,FL,US,33759,High School,Not Applicable,2003-06-01 00:00:00,4,6.0,Yes,No,0
1338634,5,Test,New York,NY,US,10022,PhD,Law,,5,21.0,Yes,Yes,500
1338903,5,Train,Los Angeles,CA,US,90066,Master's,Speech Communication,1992-01-01 00:00:00,6,17.0,Yes,No,0
1339912,5,Train,Miami,FL,US,33176,,,,8,35.0,Yes,No,0
1340561,5,Train,Dacula,GA,US,30019,Bachelor's,Management Information Systems,1998-06-01 00:00:00,3,14.0,Yes,No,0
1340921,5,Train,Philadelphia,PA,US,19146,Bachelor's,,2011-06-01 00:00:00,3,9.0,Yes,No,0
1341204,5,Test,Baltimore,MD,US,21226,,,1986-01-01 00:00:00,6,28.0,Yes,Yes,50
1343023,5,Test,Riverdale,GA,US,30296,Bachelor's,Business Logistics and Transportation,2007-05-01 00:00:00,5,9.0,Yes,Yes,60
1343231,5,Train,New Castle,DE,US,19720,Associate's,Social Science-Psychology / Business Administration,2011-03-01 00:00:00,7,8.0,Yes,Yes,3
1343279,5,Train,Arlington Heights,IL,US,60004,Bachelor's,"Art, Education",2008-05-01 00:00:00,7,11.0,Yes,Yes,5
1344137,5,Test,Markham,IL,US,60428,Bachelor's,Early Childhood Education,,5,5.0,No,No,0
1344512,5,Train,Belton,MO,US,64012,Bachelor's,Business Administration,2012-05-01 00:00:00,3,5.0,Yes,No,0
1346401,5,Train,Willingboro,NJ,US,08046,,Medical Billing,2011-06-01 00:00:00,3,1.0,Yes,No,0
1347546,5,Train,Newark,NJ,US,07112,Bachelor's,Human Resources Management,,5,8.0,Yes,No,0
1348456,5,Train,Atlanta,GA,US,30319,,,,8,13.0,No,No,0
1352524,5,Test,Kansas City,MO,US,64152,,,2006-01-01 00:00:00,4,11.0,Yes,No,0
1353693,5,Train,Chicago,IL,US,60645,Associate's,Liberal Arts,1985-01-01 00:00:00,6,8.0,Yes,No,0
1354387,5,Train,Staten Island,NY,US,10314,Bachelor's,Liberal Arts,,10,13.0,Yes,Yes,300
1355072,5,Train,Homestead,FL,US,33090,,Real Estate Course,2004-05-01 00:00:00,6,17.0,No,No,0
1356399,5,Train,Newark,DE,US,19702,Vocational,NETWORK SYSTEM ADMINISTRATOR,2003-10-01 00:00:00,5,4.0,Yes,Yes,5
1356789,5,Train,Wichita,KS,US,67208,High School,Not Applicable,1978-01-01 00:00:00,10,33.0,Yes,No,0
1357342,5,Train,Jonesboro,GA,US,30238,Associate's,,2007-01-01 00:00:00,5,11.0,No,Yes,30
1358548,5,Test,Parlin,NJ,US,08859,Bachelor's,Commerce,2002-04-01 00:00:00,2,4.0,No,Yes,3
1359818,5,Test,Bolingbrook,IL,US,60440,Bachelor's,Human Resource Management,1999-05-01 00:00:00,0,,No,No,0
1361143,5,Test,Reston,VA,US,20191,,,,5,12.0,Yes,No,0
1361678,5,Train,Phoenix,AZ,US,85048,Associate's,,1991-01-01 00:00:00,4,23.0,Yes,No,0
1364213,5,Train,Houston,TX,US,77082,Bachelor's,Communications,2012-05-01 00:00:00,3,8.0,No,No,0
1366224,5,Train,Chicago,IL,US,60652,,,,5,11.0,Yes,Yes,25
1369786,5,Test,Atlanta,GA,US,30342,Master's,,1993-01-01 00:00:00,10,16.0,No,No,0
1378095,5,Test,Davie,FL,US,33317,,,,3,18.0,No,No,0
1379079,5,Train,Dallas,TX,US,75252,Associate's,Office Specialist,1988-05-01 00:00:00,7,11.0,Yes,Yes,5
1381349,5,Train,Spring,TX,US,77379,,,2001-01-01 00:00:00,8,16.0,No,No,0
1385104,5,Train,Miami,FL,US,33143,Associate's,,2006-01-01 00:00:00,3,12.0,No,No,0
1386494,5,Train,Kissimmee,FL,US,34743,High School,,,3,6.0,No,No,0
1391928,5,Train,Cliffside Park,NJ,US,07010,,,,4,14.0,Yes,Yes,400
1394354,5,Train,Hazel Crest,IL,US,60429,Master's,Development,,10,6.0,Yes,No,0
1395258,5,Train,Sacramento,CA,US,95820,High School,Not Applicable,2008-04-01 00:00:00,0,,No,Yes,4
1395676,5,Train,Grandview,MO,US,64030,High School,Not Applicable,1993-05-01 00:00:00,7,18.0,,No,0
1396285,5,Test,Marietta,GA,US,30067,,,,0,,,No,0
1396347,5,Test,Cumming,GA,US,30041,Master's,Medical Assistant,2008-06-01 00:00:00,3,12.0,No,No,0
1397368,5,Test,Buffalo Grove,IL,US,60089,Bachelor's,,,2,5.0,No,Yes,1
1399603,5,Train,Oakbrook Terrace,IL,US,60181,High School,Not Applicable,2005-01-01 00:00:00,4,6.0,Yes,No,0
1399914,5,Train,Atlanta,GA,US,30331,Bachelor's,Architecture and Psychology,2000-01-01 00:00:00,4,8.0,Yes,No,0
1401630,5,Train,Fort Lauderdale,FL,US,33311,,,,0,,,No,0
1401856,5,Train,Alexandria,VA,US,22312,Bachelor's,Communication,2012-05-01 00:00:00,3,3.0,No,No,0
1404233,5,Train,Peoria,AZ,US,85383,,General studies/Fine Arts/Music,,5,9.0,No,No,0
1404630,5,Train,Bronx,NY,US,10469,Bachelor's,ACCOUNTING,2009-05-01 00:00:00,2,9.0,Yes,No,0
1405022,5,Train,Jacksonville,FL,US,32254,Bachelor's,,2011-08-01 00:00:00,3,11.0,,No,0
1405231,5,Test,Chicago,IL,US,60644,Bachelor's,Information Technology,2012-06-01 00:00:00,5,8.0,Yes,Yes,10
1405554,5,Train,Laurel,MD,US,20708,,Business Management,2004-01-01 00:00:00,9,8.0,Yes,Yes,3
1406257,5,Test,Saint Peters,MO,US,63376,Bachelor's,Management and Information Systems,2005-05-01 00:00:00,4,13.0,Yes,Yes,20
1407488,5,Train,Orlando,FL,US,32824,Bachelor's,Elementary Education and Teaching,2016-06-01 00:00:00,5,4.0,Yes,No,0
1407943,5,Test,Boca Raton,FL,US,33428,,"General, mechanical and Color",2012-05-01 00:00:00,5,17.0,No,No,0
1414827,5,Train,Jacksonville,FL,US,32225,Bachelor's,ALLIED HEALTH,2013-12-01 00:00:00,2,6.0,No,Yes,8
1418468,5,Test,Orlando,FL,US,32819,Bachelor's,Contemporary Studies,2003-05-01 00:00:00,5,11.0,,No,0
1419499,5,Test,Indian Trail,NC,US,28079,Bachelor's,"Electrical, Electronics and Communications Engineering",2015-05-01 00:00:00,1,0.0,No,No,0
1420053,5,Train,Iowa City,IA,US,52240,,military training,2004-01-01 00:00:00,5,6.0,Yes,No,0
1420741,5,Train,Kutztown,PA,US,19530,High School,,2005-01-01 00:00:00,10,8.0,No,No,0
1421473,5,Train,Kansas City,MO,US,64131-2628,,EDUCATION,2011-08-01 00:00:00,3,18.0,No,Yes,25
1427888,5,Train,Charlotte,NC,US,28215,Associate's,General Studies,2010-09-01 00:00:00,8,13.0,No,Yes,12
1428658,5,Test,Newark,NJ,US,07104,High School,Not Applicable,1994-06-01 00:00:00,5,8.0,Yes,Yes,15
1430227,5,Train,Florence,AZ,US,85232,Associate's,Business w,2012-05-01 00:00:00,3,7.0,No,No,0
1431902,5,Train,Azle,TX,US,76020,,,2003-01-01 00:00:00,3,6.0,No,Yes,4
1433960,5,Test,Decatur,GA,US,30032,High School,Not Applicable,2010-01-01 00:00:00,5,8.0,No,No,0
1437069,5,Test,West Harrison,NY,US,10604,Master's,Group Work,1997-05-01 00:00:00,8,16.0,Yes,No,0
1441292,5,Train,Raleigh,NC,US,27616,Associate's,Criminal Justice,2010-08-01 00:00:00,6,11.0,Yes,Yes,1
1444330,5,Test,Chicago,IL,US,60660,,,,2,10.0,Yes,No,0
1444542,5,Test,Lansing,MI,US,48906,Master's,Public Administration,,5,6.0,Yes,No,0
1446510,5,Train,Farmington Hills,MI,US,48334,PhD,mainframe analysis,,7,14.0,Yes,Yes,15
1446949,5,Train,Louisville,KY,US,40202,High School,,2002-05-01 00:00:00,8,7.0,No,No,0
1448043,5,Train,Mint Hill,NC,US,28227,Bachelor's,Business Administration Management,2007-01-01 00:00:00,6,14.0,No,No,0
1448052,5,Test,Las Vegas,NV,US,89119,,,,6,15.0,Yes,No,0
1455462,5,Train,Matthews,NC,US,28105,Master's,Project Management,,10,13.0,Yes,No,0
1456709,5,Train,Atlanta,GA,US,30317,,,,0,,No,Yes,5
1458076,5,Train,Lilburn,GA,US,30047,Master's,Human Resource Management,2011-01-01 00:00:00,7,16.0,No,No,0
1458776,5,Train,Las Cruces,NM,US,88005,,,,0,,Yes,Yes,5
1461756,5,Test,San Gabriel,CA,US,91775,Bachelor's,Marketing Management,,7,12.0,,No,0
1461830,5,Train,Deerfield Beach,FL,US,33442,Master's,Accounting,2010-08-01 00:00:00,5,9.0,No,Yes,10
1466273,5,Train,Arlington,TX,US,76002,,,,0,,Yes,Yes,60
1466681,5,Train,Kansas City,MO,US,64132,Associate's,"Human Services, General",2013-08-01 00:00:00,3,6.0,No,No,0
1471381,5,Train,Englewood,NJ,US,07631,Bachelor's,Telecommunications,1989-05-01 00:00:00,3,28.0,No,No,0
9699,6,Train,Philadelphia,PA,US,19119,Bachelor's,Elementary Education,1977-01-01 00:00:00,4,111.0,No,No,0
10992,6,Test,La Verne,CA,US,91750,Bachelor's,Restaurant,2007-05-01 00:00:00,7,7.0,Yes,No,0
13056,6,Test,Santa Ana,CA,US,92703,,,,5,20.0,No,No,0
15096,6,Train,Fairmont,NC,US,28340,Bachelor's,Sociology,2007-01-01 00:00:00,5,12.0,Yes,No,0
16731,6,Train,Atlanta,GA,US,30349,High School,Not Applicable,2009-01-01 00:00:00,3,3.0,Yes,No,0
19000,6,Train,Huntington,NY,US,11743,Bachelor's,Business Administration,2008-01-01 00:00:00,2,3.0,Yes,No,0
20572,6,Train,Indianapolis,IN,US,46278,High School,Not Applicable,2006-06-01 00:00:00,10,6.0,No,No,0
22640,6,Train,Fort Lauderdale,FL,US,33311,High School,Not Applicable,1999-01-01 00:00:00,4,10.0,No,No,0
23976,6,Train,Hammond,LA,US,70404,,,2004-10-01 00:00:00,5,7.0,No,No,0
26813,6,Train,Little Neck,NY,US,11362,Bachelor's,Film and Television Production,2012-02-01 00:00:00,14,6.0,Yes,Yes,20
28090,6,Train,Brooklyn,NY,US,11207,Bachelor's,Management,2004-03-01 00:00:00,8,12.0,No,No,0
30247,6,Train,Tustin,CA,US,92782,,,,4,23.0,No,No,0
30738,6,Train,Warren,MI,US,48088,,,,1,1.0,No,No,0
33108,6,Train,Falls Church,VA,US,22046,,"Account, Commerce and Economic",1997-11-01 00:00:00,8,16.0,Yes,No,0
33940,6,Train,Arlington Heights,IL,US,60005,High School,Not Applicable,1988-01-01 00:00:00,3,9.0,No,Yes,30
39567,6,Train,San Juan,PR,US,00936,Bachelor's,Office,2011-01-01 00:00:00,2,2.0,Yes,No,0
40620,6,Train,Calhoun,GA,US,30701,Bachelor's,Tennessee Real Estate Education Systems,2003-01-01 00:00:00,3,12.0,No,No,0
44355,6,Train,Indianapolis,IN,US,46240,,Business Foundation,2005-04-01 00:00:00,5,10.0,No,No,0
46951,6,Train,Warren,MI,US,48091,Bachelor's,Media and Film Studies,2008-01-01 00:00:00,10,13.0,No,Yes,4
53867,6,Test,Franklin,OH,US,45005,,,,5,6.0,Yes,No,0
53943,6,Train,Inglewood,CA,US,90305,High School,Not Applicable,2003-06-01 00:00:00,2,12.0,,No,0
56105,6,Train,Skokie,IL,US,60076,,,,1,5.0,Yes,Yes,10
57234,6,Train,Syracuse,NY,US,13210,Master's,Operations & Supply Chain Management,2012-05-01 00:00:00,5,5.0,Yes,Yes,6
58565,6,Train,Surprise,AZ,US,85379,High School,Not Applicable,2008-06-01 00:00:00,2,5.0,,No,0
58952,6,Train,Phoenix,AZ,US,85033,High School,Not Applicable,,4,9.0,No,No,0
65606,6,Train,Chesapeake,VA,US,23322,Associate's,,2008-12-01 00:00:00,1,0.0,No,No,0
71329,6,Train,Lexington,KY,US,40508,Bachelor's,Kinesiology,2011-01-01 00:00:00,3,6.0,No,No,0
79469,6,Train,Greeley,CO,US,80634,Master's,Accounting and Finance,,3,3.0,No,No,0
79968,6,Train,Plantation,FL,US,33324,Bachelor's,Business systems,2012-05-01 00:00:00,3,11.0,No,Yes,12
80375,6,Train,Chattanooga,TN,US,37405,Bachelor's,Administration,2012-05-01 00:00:00,3,7.0,No,No,0
84911,6,Train,Huntington Beach,CA,US,92646,Bachelor's,Business,2011-01-01 00:00:00,6,10.0,Yes,No,0
88351,6,Train,Houston,TX,US,77032,,Industrial Education,1985-01-01 00:00:00,7,17.0,No,No,0
90388,6,Train,Houston,TX,US,77062,Bachelor's,Government,2007-01-01 00:00:00,6,8.0,Yes,No,0
92612,6,Train,Deltona,FL,US,32725,,,,10,18.0,No,No,0
94065,6,Train,Phoenix,AZ,US,85042,,,2004-05-01 00:00:00,1,13.0,No,No,0
94902,6,Train,Houston,TX,US,77040,,,,3,14.0,No,Yes,4
107010,6,Train,Houston,TX,US,77047,High School,Not Applicable,1993-01-01 00:00:00,3,10.0,Yes,Yes,10
116209,6,Train,Little Elm,TX,US,75068,,,,6,16.0,,No,0
123567,6,Train,Hillsborough,NJ,US,08844,Master's,Industrial Relations,,3,23.0,No,No,0
130768,6,Train,Cleves,OH,US,45002,,,,0,,Yes,Yes,10
131942,6,Train,Tampa,FL,US,33611,Bachelor's,Business,,10,18.0,Yes,No,0
134288,6,Train,Melrose Park,IL,US,60164,,"Business Administration and Management, General",2012-08-01 00:00:00,7,7.0,No,No,0
136300,6,Train,Atlanta,GA,US,30312,,University Studies,,6,12.0,No,No,0
137020,6,Train,Chicago,IL,US,60651,,,2012-05-01 00:00:00,3,11.0,Yes,No,0
138196,6,Train,Pinebluff,NC,US,28373,Associate's,Health and Business Informatics,,4,6.0,Yes,No,0
139519,6,Train,Bloomfield,NJ,US,07003,Bachelor's,Marketing,2009-01-01 00:00:00,4,10.0,No,No,0
142732,6,Train,Philadelphia,PA,US,19139,Bachelor's,Business Administration,2001-05-01 00:00:00,5,9.0,Yes,Yes,30
144056,6,Test,Lacy Lakeview,TX,US,76705,High School,Physics,,6,32.0,No,Yes,13
146375,6,Train,Massapequa Park,NY,US,11762,Bachelor's,,,3,23.0,Yes,No,0
150831,6,Train,Bear,DE,US,19720,,Mathematics,,10,16.0,No,No,0
151868,6,Train,New York,NY,US,10003,Bachelor's,Finance,,6,8.0,Yes,No,0
152319,6,Train,Phoenix,AZ,US,85023,High School,General Studies,1976-06-01 00:00:00,6,13.0,No,Yes,25
152887,6,Train,Burr Ridge,IL,US,60527,,Science Information Technology,2001-01-01 00:00:00,4,15.0,Yes,No,0
153754,6,Train,Jackson,MS,US,39289,,,,0,,No,No,0
156631,6,Train,Los Angeles,CA,US,90031,,,,6,22.0,No,No,0
162861,6,Train,Sterling Heights,MI,US,48312,Bachelor's,Health,2006-06-01 00:00:00,5,9.0,Yes,No,0
165556,6,Train,Upper Darby,PA,US,19082,Bachelor's,"Business Administration and Management, General",2015-05-01 00:00:00,5,7.0,Yes,Yes,5
170968,6,Train,Chapel Hill,NC,US,27516,Bachelor's,Economics,,6,11.0,No,No,0
173249,6,Train,Burbank,CA,US,91505,,Business Management,1994-01-01 00:00:00,4,15.0,Yes,No,0
175373,6,Test,Dallas,TX,US,75217,,,2003-01-01 00:00:00,7,11.0,No,Yes,15
175689,6,Train,Phoenix,AZ,US,85028,Bachelor's,Mass Communication -Journalism,1994-05-01 00:00:00,10,26.0,Yes,No,0
180369,6,Train,Oak Park,MI,US,48237,,Engineering,,10,21.0,No,No,0
180909,6,Train,Tampa,FL,US,33619,,Physical Therapy,,6,7.0,Yes,No,0
181119,6,Train,Glendale,AZ,US,85308,,Course Study Hospitality Management,,4,16.0,Yes,No,0
183262,6,Train,San Diego,CA,US,92105,Master's,,,2,12.0,No,Yes,4
183465,6,Test,Hallandale,FL,US,33009,Bachelor's,COMPUTER SCIENCE,,5,20.0,Yes,Yes,6
185657,6,Train,Naugatuck,CT,US,06770,Vocational,Medical/Clinical Assistant,2003-01-01 00:00:00,4,8.0,Yes,Yes,8
188376,6,Train,Casselberry,FL,US,32707,,Nuclear,1985-01-01 00:00:00,3,28.0,Yes,Yes,33
188728,6,Train,Laurel,MD,US,20724,Bachelor's,,,3,8.0,Yes,Yes,4
191026,6,Test,Detroit,MI,US,48203,Bachelor's,Finance,2009-08-01 00:00:00,5,7.0,Yes,No,0
195013,6,Test,Lithonia,GA,US,30058,PhD,,2011-07-01 00:00:00,3,8.0,Yes,No,0
198303,6,Train,Vineland,NJ,US,08360,Bachelor's,Accounting/finance,1986-05-01 00:00:00,6,27.0,Yes,Yes,6
198490,6,Train,Boynton Beach,FL,US,33437,Bachelor's,Law,,7,9.0,No,Yes,1
199257,6,Train,Jersey City,NJ,US,07307,Master's,,,4,10.0,Yes,No,0
200236,6,Train,Kansas City,MO,US,64132,,,,3,5.0,,No,0
200943,6,Train,Indianapolis,IN,US,46254,,Accounting,,5,11.0,Yes,No,0
204714,6,Train,Detroit,MI,US,48224,,Criminal Justice,,4,6.0,No,Yes,8
213499,6,Train,Brandywine,MD,US,20613,,,,3,5.0,Yes,No,0
224558,6,Train,Yonkers,NY,US,10701,,,,5,18.0,Yes,Yes,6
225954,6,Test,Brooklyn,NY,US,11201,PhD,Applied Economics,2009-12-01 00:00:00,3,8.0,Yes,Yes,20
229477,6,Train,Tampa,FL,US,33615,High School,Not Applicable,2011-04-01 00:00:00,3,22.0,No,Yes,7
238854,6,Train,Alpharetta,GA,US,30022,Bachelor's,Criminal Justice,2004-01-01 00:00:00,6,14.0,Yes,No,0
245135,6,Test,New York,NY,US,10003,Master's,INFORMATION SYSTEMS MANAGEMENT,2011-01-01 00:00:00,7,15.0,No,No,0
245548,6,Train,Lancaster,KY,US,40444,,,,7,15.0,No,No,0
248812,6,Train,Homestead,FL,US,33030,,Medical Insurance Billing & Coding,2008-03-01 00:00:00,3,7.0,Yes,No,0
253203,6,Train,Orlando,FL,US,32808,,finance,2001-05-01 00:00:00,3,5.0,Yes,No,0
256629,6,Train,Acworth,GA,US,30101,,Liberal Arts/Fine Arts,1993-01-01 00:00:00,7,11.0,No,No,0
261261,6,Train,Mesa,AZ,US,85201,Bachelor's,Mass Communications,2010-08-01 00:00:00,0,,Yes,No,0
261570,6,Test,Cumming,GA,US,30041,Bachelor's,Marketing,1983-01-01 00:00:00,10,16.0,Yes,No,0
263393,6,Train,Jacksonville,FL,US,32244,High School,,2001-05-01 00:00:00,5,10.0,No,Yes,6
264483,6,Train,Chicago,IL,US,60624,,Cabling and Fiber Optics,2009-01-01 00:00:00,7,13.0,Yes,No,0
264674,6,Train,Middle River,MD,US,21220,Master's,Public Administration,2012-05-01 00:00:00,3,21.0,Yes,Yes,4
266843,6,Train,Bellmore,NY,US,11710,Bachelor's,Corporate Fitness,1999-05-01 00:00:00,7,12.0,Yes,Yes,3
269354,6,Test,Lincoln Park,MI,US,48146,High School,Computers,2000-01-01 00:00:00,7,10.0,Yes,No,0
270896,6,Train,Chicago,IL,US,60620,High School,Not Applicable,2006-06-01 00:00:00,3,6.0,Yes,No,0
273123,6,Train,Orlando,FL,US,32818,High School,Not Applicable,2007-01-01 00:00:00,3,5.0,No,No,0
274599,6,Train,Indianapolis,IN,US,46250,High School,Not Applicable,1995-01-01 00:00:00,9,9.0,Yes,No,0
275129,6,Train,Lisle,IL,US,60532,Bachelor's,Law Enforcement Administration,1996-12-01 00:00:00,4,15.0,Yes,No,0
281605,6,Test,Chicago,IL,US,60640,Master's,Accounting &  Financial Management,2012-12-01 00:00:00,4,12.0,Yes,No,0
284332,6,Train,Louisville,KY,US,40258,High School,Not Applicable,1987-01-01 00:00:00,5,20.0,No,No,0
286772,6,Train,Chicago,IL,US,60640,Vocational,"Practical Nursing, Vocational Nursing and Nursing Assistants, Other",2013-04-01 00:00:00,5,11.0,No,Yes,35
289303,6,Train,Los Angeles,CA,US,90016,Bachelor's,Business Administration,1985-05-01 00:00:00,9,23.0,,No,0
289677,6,Train,Oakland,CA,US,94601,High School,Sociology/Psychology,,3,7.0,Yes,No,0
290167,6,Train,Dallas,TX,US,75201,High School,Not Applicable,2007-01-01 00:00:00,8,5.0,Yes,No,0
290385,6,Train,Peoria,AZ,US,85381,Master's,,,6,20.0,Yes,No,0
290633,6,Train,Homestead,FL,US,33033,High School,HIGH SCHOOL DIPLOMA,1997-06-01 00:00:00,3,6.0,No,Yes,4
290642,6,Test,Laveen,AZ,US,85339,Bachelor's,,2012-06-01 00:00:00,4,8.0,No,No,0
293143,6,Train,Charlotte,NC,US,28211,High School,,2006-01-01 00:00:00,5,9.0,No,No,0
294783,6,Train,Bunker Hill,WV,US,25413,,Administration of Justice program,2005-12-01 00:00:00,0,,No,No,0
296813,6,Train,Sandy Springs,GA,US,30350,,Paralegal Studies,,4,17.0,Yes,No,0
298174,6,Train,Wilson,NC,US,27896,High School,Not Applicable,1994-08-01 00:00:00,3,10.0,No,No,0
302391,6,Train,Las Vegas,NV,US,89131,,Associate Criminal Justice,,3,9.0,No,Yes,4
305382,6,Train,Louisville,KY,US,40216,,Business,2010-12-01 00:00:00,9,4.0,Yes,No,0
306415,6,Train,Bronx,NY,US,10453,Master's,economics,2007-05-01 00:00:00,3,9.0,No,No,0
307919,6,Train,Bethlehem,PA,US,18018,High School,Not Applicable,2007-06-01 00:00:00,5,7.0,Yes,No,0
307940,6,Train,Opa-Locka,FL,US,33054,,HVAC Code,2007-01-01 00:00:00,3,9.0,Yes,No,0
315091,6,Train,Houston,TX,US,77087,,,,0,,,No,0
315963,6,Train,Charlotte,NC,US,28262,,,,4,3.0,No,No,0
316975,6,Train,Charlotte,NC,US,28213,Master's,Education,2005-01-01 00:00:00,5,5.0,No,No,0
317288,6,Test,Bloomfield,CT,US,06002,High School,Not Applicable,2010-06-01 00:00:00,5,5.0,Yes,No,0
319398,6,Train,Chicago,IL,US,60618,,,,3,26.0,No,No,0
321145,6,Train,Louisville,KY,US,40213,High School,Not Applicable,2007-01-01 00:00:00,2,4.0,No,No,0
322910,6,Train,Orlando,FL,US,32835,,Sales,2004-05-01 00:00:00,3,7.0,Yes,No,0
327121,6,Train,Clarkston,MI,US,48346,PhD,,,7,12.0,Yes,No,0
